Brewery,City,Name,Abv,Ibu,Srm,Tags
Fish Brewing Company & Fish Tail Brewpub,Olympia,Blind Pig Dunkelweizen,4.7%,?,?,north_american_lager|american_style_lager
Fish Brewing Company & Fish Tail Brewpub,Olympia,Blonde Ale,?,?,?,?
Fish Brewing Company & Fish Tail Brewpub,Olympia,Detonator Doppelbock,8%,?,?,german_lager|traditional_german_style_bock
Fish Brewing Company & Fish Tail Brewpub,Olympia,Leviathan 2004,10%,?,?,?
Fish Brewing Company & Fish Tail Brewpub,Olympia,Light,?,?,?,?
Fish Brewing Company & Fish Tail Brewpub,Olympia,Monkfish Tripel,?,?,?,?
Fish Brewing Company & Fish Tail Brewpub,Olympia,Mudshark Porter,?,?,?,irish_ale|porter
Fish Brewing Company & Fish Tail Brewpub,Olympia,Old Woody 2005,10%,?,?,british_ale|old_ale
Fish Brewing Company & Fish Tail Brewpub,Olympia,Organic Amber Ale,5%,?,?,north_american_ale|american_style_amber_red_ale
Fish Brewing Company & Fish Tail Brewpub,Olympia,Organic India Pale Ale,6.7%,?,?,north_american_ale|american_style_india_pale_ale
Fish Brewing Company & Fish Tail Brewpub,Olympia,Poseidon Imperial Stout,?,?,?,north_american_ale|american_style_stout
Fish Brewing Company & Fish Tail Brewpub,Olympia,Thornton Creel Ale,?,?,?,?
Fish Brewing Company & Fish Tail Brewpub,Olympia,Whistling Pig Hefeweizen,4.5%,?,?,north_american_lager|american_style_lager
Fish Brewing Company & Fish Tail Brewpub,Olympia,Wild Salmon Pale Ale,4%,?,?,north_american_ale|american_style_pale_ale
Fish Brewing Company & Fish Tail Brewpub,Olympia,WinterFish Ale,7.5%,?,?,north_american_ale|american_style_pale_ale
Flyers Restraunt and Brewery,Oak Harbor,Afterburner IPA,6%,?,?,north_american_ale|american_style_india_pale_ale
Flyers Restraunt and Brewery,Oak Harbor,Barnstormer Brown Ale,5%,?,?,north_american_ale|american_style_brown_ale
Flyers Restraunt and Brewery,Oak Harbor,Catalina Common Lager,4%,?,?,north_american_lager|american_style_lager
Flyers Restraunt and Brewery,Oak Harbor,First Flight Amber Ale,4.5%,?,?,north_american_ale|american_style_amber_red_ale
Flyers Restraunt and Brewery,Oak Harbor,Heat Seeker Hefe,4%,?,?,german_ale|south_german_style_hefeweizen
Flyers Restraunt and Brewery,Oak Harbor,Humbles Blond Ale,3.5%,?,?,north_american_ale|golden_or_blonde_ale
Flyers Restraunt and Brewery,Oak Harbor,Peacemaker Porter,5.5%,?,?,irish_ale|porter
Flyers Restraunt and Brewery,Oak Harbor,Sick Duck Imperial Stout,10%,?,?,north_american_ale|american_style_imperial_stout
Flyers Restraunt and Brewery,Oak Harbor,Spitfire Best Bitter,4%,?,?,british_ale|ordinary_bitter
Hale's Ales #3,Seattle,Amber Ale,?,?,?,north_american_ale|american_style_amber_red_ale
Hale's Ales #3,Seattle,Drawbridge Blonde,?,?,?,?
Hale's Ales #3,Seattle,El Jefe Weizen Ale,?,?,?,german_ale|south_german_style_hefeweizen
Hale's Ales #3,Seattle,Mongoose IPA,?,?,?,north_american_ale|american_style_india_pale_ale
Hale's Ales #3,Seattle,Moss Bay Extra,?,?,?,?
Hale's Ales #3,Seattle,Pale Ale,?,?,?,north_american_ale|american_style_pale_ale
Hale's Ales #3,Seattle,Red Menace Big Amber,?,?,?,north_american_ale|american_style_amber_red_ale
Hale's Ales #3,Seattle,Troll Porter,?,?,?,irish_ale|porter
Hale's Ales #3,Seattle,Wee Heavy Winter Ale,?,?,?,british_ale|scotch_ale
Harmon Brewing Company,Tacoma,Brown's Point ESB,5.6%,?,?,british_ale|extra_special_bitter
Harmon Brewing Company,Tacoma,Mt. Takhoma Blonde Ale,3.8%,?,?,north_american_ale|golden_or_blonde_ale
Harmon Brewing Company,Tacoma,Pinnacle Peak Pale Ale,4.2%,?,?,north_american_ale|american_style_pale_ale
Harmon Brewing Company,Tacoma,Point Defiance IPA,5.6%,?,?,north_american_ale|american_style_india_pale_ale
Harmon Brewing Company,Tacoma,Puget Brown Porter,5.6%,?,?,irish_ale|porter
Issaquah Brewhouse,Issaquah,Bourbon Barrel Stout,?,?,?,?
Issaquah Brewhouse,Issaquah,Farm Frog,?,?,?,?
Issaquah Brewhouse,Issaquah,Frosty Frog,?,?,?,north_american_ale|american_style_pale_ale
Issaquah Brewhouse,Issaquah,Oak Stout,?,?,?,?
Issaquah Brewhouse,Issaquah,Two Frog Dubbel,?,?,?,?
LaConner Brewing,LaConner,Extra Special Bitter,?,?,?,?
LaConner Brewing,LaConner,India Pale Ale,?,?,?,north_american_ale|american_style_pale_ale
LaConner Brewing,LaConner,LaConner Pilsener,?,?,?,german_lager|german_style_pilsener
LaConner Brewing,LaConner,Pseudo Lambic Framboise,?,?,?,belgian_and_french_ale|belgian_style_fruit_lambic
Maritime Pacific Brewing,Seattle,Clipper Gold Hefeweizen,5.2%,?,?,north_american_lager|american_style_lager
Maritime Pacific Brewing,Seattle,Firkin IPA,?,?,?,north_american_ale|american_style_india_pale_ale
Maritime Pacific Brewing,Seattle,Flagship Red Alt Ale,5.2%,?,?,north_american_ale|american_style_amber_red_ale
Maritime Pacific Brewing,Seattle,Islander Pale Ale,5%,?,?,north_american_ale|american_style_pale_ale
Maritime Pacific Brewing,Seattle,Jolly Roger,?,?,?,?
Maritime Pacific Brewing,Seattle,Nightwatch Dark Ale,5.5%,?,?,irish_ale|porter
Maritime Pacific Brewing,Seattle,Old Seattle Lager,4.3%,?,?,north_american_lager|american_style_lager
Maritime Pacific Brewing,Seattle,Portage Bay Pilsener,5.5%,?,?,?
Maritime Pacific Brewing,Seattle,Salmon Bay E.S.B.,5.5%,?,?,?
Maritime Pacific Brewing,Seattle,Yo Ho Ho Christmas Ale 2001,?,?,?,?
McMenamins Mill Creek,Mill Creek,Golden,?,?,?,?
McMenamins Mill Creek,Mill Creek,Hammerhead Ale,?,?,?,north_american_ale|american_style_pale_ale
McMenamins Mill Creek,Mill Creek,I.M. Pale,?,?,?,north_american_ale|american_style_pale_ale
McMenamins Mill Creek,Mill Creek,India Pale Ale,?,?,?,north_american_ale|american_style_pale_ale
McMenamins Mill Creek,Mill Creek,Irish Stout,?,?,?,north_american_ale|american_style_stout
McMenamins Mill Creek,Mill Creek,Nebraska Bitter,?,?,?,?
McMenamins Mill Creek,Mill Creek,Porter,?,?,?,irish_ale|porter
McMenamins Mill Creek,Mill Creek,Terminator Stout,6.45%,?,?,north_american_ale|american_style_stout
McMenamins Mill Creek,Mill Creek,Wheat Beer,?,?,?,north_american_lager|american_style_lager
Mill Creek Brewpub,Walla Walla,Penitentiary Porter,?,?,?,irish_ale|porter
Northwest Brewwrks,Kirkland,Kirkland Ale,?,?,?,north_american_ale|american_style_pale_ale
Orchard Street Brewery,Bellingham,Pale Ale,?,?,?,north_american_ale|american_style_pale_ale
Pacific Rim Brewing,Seattle,Admiral ESB,?,?,?,?
Pacific Rim Brewing,Seattle,Alki Ale,?,?,?,north_american_ale|american_style_pale_ale
Pacific Rim Brewing,Seattle,Blacktop Porter,?,?,?,irish_ale|porter
Pacific Rim Brewing,Seattle,Castaway Barley Wine Winter Ale,11%,?,?,?
Pacific Rim Brewing,Seattle,Driftwood Ale,?,?,?,north_american_ale|american_style_pale_ale
Pacific Rim Brewing,Seattle,Fauntleroy Stout,?,?,?,north_american_ale|american_style_stout
Pacific Rim Brewing,Seattle,Puget Porter,?,?,?,irish_ale|porter
Pacific Rim Brewing,Seattle,Rat City IPA,?,?,?,north_american_ale|american_style_india_pale_ale
Pacific Rim Brewing,Seattle,Vashon Old Stock Ale,?,?,?,?
Pike Pub and Brewery,Seattle,Auld Acquaintance Spiced Ale,?,?,?,?
Pike Pub and Brewery,Seattle,India Pale Ale,?,?,?,north_american_ale|american_style_pale_ale
Pike Pub and Brewery,Seattle,Kilt Lifter Scotch Ale,?,?,?,british_ale|scotch_ale
Pike Pub and Brewery,Seattle,Oatmeal Stout,?,?,?,north_american_ale|american_style_stout
Pike Pub and Brewery,Seattle,Old Bawdy 2006,10%,?,?,?
Pike Pub and Brewery,Seattle,Pale Ale,?,?,?,north_american_ale|american_style_pale_ale
Pike Pub and Brewery,Seattle,Weisse,?,?,?,north_american_lager|american_style_lager
Pike Pub and Brewery,Seattle,XXXXX Stout,?,?,?,north_american_ale|american_style_stout
Pyramid Alehouse | Brewery and Restaurant - Seattle,Seattle,5 |000 Year Ale,?,?,?,?
Pyramid Alehouse | Brewery and Restaurant - Seattle,Seattle,Amber Weizen,5.5%,?,?,north_american_lager|american_style_lager
Pyramid Alehouse | Brewery and Restaurant - Seattle,Seattle,Curve Ball,4.8%,?,?,?
Pyramid Alehouse | Brewery and Restaurant - Seattle,Seattle,DPA,5.1%,?,?,north_american_ale|american_style_pale_ale
Pyramid Alehouse | Brewery and Restaurant - Seattle,Seattle,Hefeweizen,5.2%,?,?,north_american_lager|american_style_lager
Pyramid Alehouse | Brewery and Restaurant - Seattle,Seattle,Krystal Weizen,4.9%,?,?,north_american_lager|american_style_lager
Pyramid Alehouse | Brewery and Restaurant - Seattle,Seattle,Snow Cap,7%,?,?,british_ale|old_ale
Pyramid Alehouse | Brewery and Restaurant - Seattle,Seattle,Thunder Head IPA,6.7%,?,?,north_american_ale|american_style_india_pale_ale
Pyramid Alehouse | Brewery and Restaurant - Seattle,Seattle,Tilted Kilt Ale,?,?,?,british_ale|scotch_ale
Pyramid Ales Brewery,Seattle,Apricot Weizen Ale,5.1%,?,?,german_ale|south_german_style_hefeweizen
Pyramid Ales Brewery,Seattle,Curve Ball,4.9%,?,?,?
Pyramid Ales Brewery,Seattle,Hart Espresso Stout,5.6%,?,?,north_american_ale|american_style_stout
Pyramid Ales Brewery,Seattle,Pyramid Amber Weizen,5.5%,?,?,other_style|light_american_wheat_ale_or_lager
Pyramid Ales Brewery,Seattle,Pyramid Apricot Weizen,5.1%,?,?,other_style|fruit_beer
Pyramid Ales Brewery,Seattle,Pyramid Broken Rake,6.1%,?,?,north_american_ale|american_style_amber_red_ale
Pyramid Ales Brewery,Seattle,Pyramid Hefe Weizen,5.2%,?,?,german_ale|south_german_style_hefeweizen
Pyramid Ales Brewery,Seattle,Pyramid Thunderhead IPA,6.7%,?,?,north_american_ale|american_style_india_pale_ale
Pyramid Ales Brewery,Seattle,Scotch brand Ale,7.2%,?,?,british_ale|scotch_ale
Pyramid Ales Brewery,Seattle,Snow Cap,6.9%,?,?,british_ale|old_ale
Pyramid Ales Brewery,Seattle,Sun Fest,?,?,?,north_american_lager|american_style_lager
Pyramid Ales Brewery,Seattle,Traditional ESB,?,?,?,?
Redhook Ale Brewery,Seattle,Black Hook Porter,?,?,?,irish_ale|porter
Redhook Ale Brewery,Seattle,Blonde Ale,?,?,?,?
Redhook Ale Brewery,Seattle,Double Black Stout,?,?,?,north_american_ale|american_style_stout
Redhook Ale Brewery,Seattle,ESB,?,?,?,?
Redhook Ale Brewery,Seattle,Hoptoberfest,?,?,?,german_lager|german_style_oktoberfest
Redhook Ale Brewery,Seattle,Nut Brown Ale,?,?,?,north_american_ale|american_style_brown_ale
Redhook Ale Brewery,Seattle,Redhook Long Hammer IPA,6.5%,?,?,north_american_ale|american_style_india_pale_ale
Redhook Ale Brewery,Seattle,Rye,?,?,?,north_american_lager|american_style_lager
Redhook Ale Brewery,Seattle,SunRye,?,?,?,north_american_lager|american_style_lager
Redhook Ale Brewery,Seattle,Wheat Hook,?,?,?,north_american_lager|american_style_lager
Redhook Ale Brewery,Seattle,Winterhook Robust Winter Ale 1993,?,?,?,?
Redhook Ale Brewery,Seattle,Winterhook Robust Winter Ale 2000,?,?,?,?
Scuttlebutt Brewing,Everett,Amber Ale,5.1%,?,?,north_american_ale|american_style_brown_ale
Scuttlebutt Brewing,Everett,Gale Force IPA,5.6%,?,?,north_american_ale|american_style_india_pale_ale
Scuttlebutt Brewing,Everett,Hefe Weizen,4.6%,?,?,north_american_lager|american_style_lager
Scuttlebutt Brewing,Everett,Homeport Blonde,4.6%,?,?,?
Scuttlebutt Brewing,Everett,Maibock,?,?,?,german_lager|traditional_german_style_bock
Scuttlebutt Brewing,Everett,Nut Brown,4.3%,?,?,north_american_ale|american_style_brown_ale
Scuttlebutt Brewing,Everett,Porter,5.8%,?,?,irish_ale|porter
Scuttlebutt Brewing,Everett,Sequoia Red,?,?,?,north_american_ale|american_style_amber_red_ale
Skagit River Brewing,Mount Vernon,Del Rio Lager,4%,?,?,north_american_lager|american_style_lager
Skagit River Brewing,Mount Vernon,Dutch Girl Lager,4.3%,?,?,?
Skagit River Brewing,Mount Vernon,Free Bike Amber,4.5%,?,?,north_american_ale|american_style_amber_red_ale
Skagit River Brewing,Mount Vernon,Highwater Porter,6%,?,?,irish_ale|porter
Skagit River Brewing,Mount Vernon,Navidad,?,?,?,north_american_ale|american_style_amber_red_ale
Skagit River Brewing,Mount Vernon,Red Card Lager,6.65%,?,?,?
Skagit River Brewing,Mount Vernon,Skagit Brown Ale,4.8%,?,?,north_american_ale|american_style_brown_ale
Skagit River Brewing,Mount Vernon,Skibbereen Stout,5.3%,?,?,north_american_ale|american_style_stout
Skagit River Brewing,Mount Vernon,Steelie Brown Ale,?,?,?,north_american_ale|american_style_brown_ale
Skagit River Brewing,Mount Vernon,Trumpeter,?,?,?,north_american_ale|american_style_stout
Skagit River Brewing,Mount Vernon,Yellowjacket Pale Ale,4.5%,?,?,north_american_ale|american_style_pale_ale
Snipes Mountain Microbrewery & Restaurant,Sunnyside,Extra Special Bitter,?,?,?,?
Snipes Mountain Microbrewery & Restaurant,Sunnyside,Roza Reserve,?,?,?,?
Thomas Kemper Brewing,Seattle,Oktoberfest,?,?,?,german_lager|german_style_oktoberfest
Twin Rivers Brewing,Monroe,Bock,5%,?,?,german_lager|traditional_german_style_bock
Twin Rivers Brewing,Monroe,Imperial I.P.A.,7.2%,?,?,north_american_ale|american_style_pale_ale
Twin Rivers Brewing,Monroe,Imperial Stout,6.2%,?,?,north_american_ale|american_style_stout
Twin Rivers Brewing,Monroe,India Pale Ale,?,?,?,north_american_ale|american_style_pale_ale
Twin Rivers Brewing,Monroe,N.W. Pale Ale,5%,?,?,north_american_ale|american_style_pale_ale
Twin Rivers Brewing,Monroe,Pilsner,4.7%,?,?,?
Twin Rivers Brewing,Monroe,Saison,5.7%,?,?,?
Twin Rivers Brewing,Monroe,Weissbier,4.3%,?,?,north_american_lager|american_style_lager
Yakima Brewing and Malting / Grant's Ales,Yakima,Deep Powder Winter Ale,?,?,?,british_ale|old_ale
Yakima Brewing and Malting / Grant's Ales,Yakima,Hefeweizen,?,?,?,german_ale|south_german_style_hefeweizen
Yakima Brewing and Malting / Grant's Ales,Yakima,Imperial Stout,6%,?,?,north_american_ale|american_style_stout
Yakima Brewing and Malting / Grant's Ales,Yakima,India Pale Ale,?,?,?,north_american_ale|american_style_pale_ale
Yakima Brewing and Malting / Grant's Ales,Yakima,Spiced Ale,?,?,?,?
